B.AU.x.PS1038_Day174.DQ676871,B
B.AU.x.PS2008_Day0.DQ676874,B
B.AU.x.PS2016_Day380.DQ676879,B
B.AU.x.PS2019_Day171.DQ676881,B
B.AU.x.PS3002_Day385.DQ676885,B
B.AU.x.PS4048_Day0.DQ676886,B
B.AU.x.VH.AF146728,B
B.BO.99.BOL0122.AY037270,B
B.BR.02.02BR002.DQ358805,B
B.BR.02.02BR008.DQ358808,B
B.BR.02.02BR011.DQ358809,B
B.BR.02.02BR013.DQ358810,B
B.BR.03.BREPM1023.EF637057,B
B.BR.03.BREPM1024.EF637056,B
B.BR.03.BREPM1027.EF637054,B
B.BR.03.BREPM1028.EF637053,B
B.BR.03.BREPM1032.EF637051,B
B.BR.03.BREPM1033.EF637050,B
B.BR.03.BREPM1035.EF637049,B
B.BR.03.BREPM1038.EF637048,B
B.BR.03.BREPM1040.EF637047,B
B.BR.03.BREPM2012.EF637046,B
B.BR.89.BZ167.AY173956,B
B.CA.96.WC10C_4.AY314056,B
B.CA.97.CANB3FULL.AY779553,B
B.CA.x.GOL016V01.DQ322223,B
B.CA.x.HDM003V01.DQ322227,B
B.CA.x.HND_DRPI039V01.DQ322225,B
B.CA.x.HTM360V05_variant_1.DQ322238,B
B.CN.02.02HNsc11.DQ007903,B
B.CN.02.02HNsmx2.DQ007901,B
B.CN.02.02HNsq4.DQ007902,B
B.CN.05.05CNHB_hp3.DQ990880,B
B.CN.x.CNHN24.AY180905,B
B.CN.x.RL42.U71182,B
B.CO.01.PCM001.AY561236,B
B.CO.01.PCM013.AY561237,B
B.CO.01.PCM034.AY561238,B
B.CO.01.PCM039.AY561239,B
B.CO.01.PCM074.AY561240,B
B.CU.99.Cu19.AY586542,B
B.CU.99.Cu43.AY586543,B
B.DE.86.D31.U43096,B
B.DE.86.HAN.U43141,B
B.DK.x.CTL_016.EF514704,B
B.DK.x.CTL_017.EF514705,B
B.DK.x.CTL_018.EF514706,B
B.DK.x.CTL_023.EF514707,B
B.DK.x.CTL_030.EF514708,B
B.DK.x.CTL_033.EF514709,B
B.DK.x.CTL_035.EF514710,B
B.DK.x.CTL_041.EF514711,B
B.DK.x.CTL_043.EF514712,B
B.DK.x.PMVL_012.EF514699,B
B.DK.x.PMVL_013.EF514700,B
B.DK.x.PMVL_018.EF514697,B
B.DK.x.PMVL_025.EF514702,B
B.DK.x.PMVL_027.EF514698,B
B.DK.x.PMVL_039.EF514703,B
B.DK.x.PMVL_049.EF514701,B
B.EC.89.EC003.AY173959,B
B.EC.89.EC102.AY173960,B
B.ES.89.S61K15.AF256210,B
B.ES.89.U61.DQ854716,B
B.FR.83.HXB2_LAI_IIIB_BRU.K03455,B
B.FR.83.LAI_J19.A07867,B
B.FR.85.pNL43.CS272319,B
B.FR.92.92FR_BX08.AY713411,B
B.GA.88.OYI.M26727,B
B.GB.83.CAM1.D10112,B
B.GB.86.GB8.AJ271445,B
B.GB.x.MANC.U23487,B
B.GE.03.03GEMZ004.DQ207940,B
B.GE.03.03GEMZ010.DQ207942,B
B.IN.x.11807.EF694037,B
B.IT.05.SG1.DQ672623,B
B.JP.00.DR2508.AB289588,B
B.JP.01.DR388.AB289590,B
B.JP.04.04JPDR6075B.AB221125,B
B.JP.04.DR6089.AB286955,B
B.JP.05.DR6538.AB287363,B
B.JP.05.DR6737.AB287364,B
B.JP.05.DR7060.AB287366,B
B.JP.05.DR7065.AB287368,B
B.JP.99.DR1348.AB287370,B
B.KR.04.04KMH5.DQ295193,B
B.KR.04.04LHS6.AY839827,B
B.KR.04.04LSK7.DQ295192,B
B.KR.04.04WK7_HIV_1_wk.DQ295194,B
B.KR.05.05CSR3.DQ837381,B
B.KR.97.WK.AF224507,B
B.MM.99.mSTD101.AB097870,B
B.NL.00.671_00T36.AY423387,B
B.NL.86.3202A21.U34604,B
B.NL.86.H434_8_A3.AY970946,B
B.NL.96.H434_42_A1.AY970948,B
B.RU.04.04RU128005.AY682547,B
B.RU.04.04RU129005.AY751406,B
B.RU.04.04RU139089.AY751407,B
B.RU.04.04RU139095.AY819715,B
B.TH.00.00TH_C3198.AY945710,B
B.TH.90.BK132.AY173951,B
B.TH.96.96TH_NP1538.AY713408,B
B.TH.96.M081.DQ354116,B
B.TH.96.M140.DQ354112,B
B.TH.96.M145.DQ354118,B
B.TH.96.M149.DQ354119,B
B.TH.99.99TH_C1416.AY945711,B
B.TW.94.TWCYS.AF086817,B
B.UA.01.01UAKV167.DQ823362,B
B.UA.01.01UAKV252.DQ823363,B
B.UA.01.01UAKV259.DQ823364,B
B.US.00.14294_1.DQ853436,B
B.US.00.ES1_20.EF363123,B
B.US.04.ES10_53.EF363127,B
B.US.04.ES4_24.EF363124,B
B.US.04.ES8_43.EF363126,B
B.US.83.5018_83.AY835777,B
B.US.83.5157_83.AY835781,B
B.US.83.RF.M17451,B
B.US.83.SF2.K02007,B
B.US.84.5019_84.AY835779,B
B.US.84.MNCG.M17449,B
B.US.84.NY5CG.M38431,B
B.US.84.SF33.AY352275,B
B.US.85.5077_85.AY835769,B
B.US.85.Ba_L.AB221005,B
B.US.86.5084_86.AY835775,B
B.US.86.5096_86.AY835749,B
B.US.86.5127_86.AY835774,B
B.US.86.AD87.AF004394,B
B.US.86.JRFL.U63632,B
B.US.86.YU_2.M93258,B
B.US.87.5113_87.AY835758,B
B.US.87.BC.L02317,B
B.US.88.5160_88.AY835763,B
B.US.88.WR27.AF286365,B
B.US.89.P896.U39362,B
B.US.90.90US_873.AY713412,B
B.US.90.US1.AY173952,B
B.US.90.US2.AY173953,B
B.US.90.US3.AY173954,B
B.US.90.US4.AY173955,B
B.US.90.WCIPR.U69591,B
B.US.90.WEAU160.U21135,B
B.US.91.5048_91.AY835761,B
B.US.91.DH12_3.AF069140,B
B.US.93.WCD32P0793.DQ487188,B
B.US.93.WCM32P0793.DQ487190,B
B.US.94.5082_94.AY835773,B
B.US.94.94US_33931N.AY713410,B
B.US.95.5073_95.AY835768,B
B.US.96.1027_03.AY332237,B
B.US.96.1057_01.AY331292,B
B.US.96.1299_d22.AY308761,B
B.US.96.5155_96.AY835753,B
B.US.97.1001_07.AY331282,B
B.US.97.1006_08.AY331284,B
B.US.97.1012_08.AY331285,B
B.US.97.1013_03.AY331287,B
B.US.97.1018_10.AY331290,B
B.US.97.ARES2.AB078005,B
B.US.98.1058_11.AY331295,B
B.US.98.15384_1.DQ853463,B
B.US.98.98USHVTN1925c1.AY560107,B
B.US.98.98USHVTN3605c9.AY560108,B
B.US.98.98USHVTN8229c6.AY560109,B
B.US.98.98USHVTN941c1.AY560110,B
B.US.98.WC3_0498_4.EF175212,B
B.US.99.PRB959_03.AY331296,B
B.US.x.AC_04_0_Days_Consen_fa.DQ127534,B
B.US.x.AC_16_0_Days_Consen_fa.DQ127537,B
B.US.x.AC_59_41_Days_Seq2_fa.DQ127549,B
B.US.x.F703.DQ886031,B
B.US.x.F7174.DQ886032,B
B.US.x.F7204.DQ886033,B
B.US.x.L8146.DQ886034,B
B.US.x.L8157.DQ886035,B
B.US.x.L8185.DQ886036,B
B.US.x.L8249.DQ886037,B
B.UY.01.01UYTRA1092.AY781126,B
B.UY.01.01UYTRA1179.AY781127,B
B.YE.02.02YE507.AY795904,B
B.YE.02.02YE508.AY795905,B
B.ZA.03.03ZAPS045MB2.DQ396398,B
C.AR.01.ARG4006.AY563170,C
C.BR.04.04BR013.AY727522,C
C.BR.04.04BR021.AY727523,C
C.BR.04.04BR038.AY727524,C
C.BR.04.04BR073.AY727525,C
C.BR.92.BR025_d.U52953,C
C.BR.98.98BR004.AF286228,C
C.BW.00.00BW07621.AF443088,C
C.BW.00.00BW076820.AF443089,C
C.BW.00.00BW087421.AF443090,C
C.BW.00.00BW147127.AF443091,C
C.BW.00.00BW16162.AF443092,C
C.BW.00.00BW1686.AF443093,C
C.BW.00.00BW17593.AF443094,C
C.BW.00.00BW17732.AF443095,C
C.BW.00.00BW17835.AF443096,C
C.BW.00.00BW17956.AF443097,C
C.BW.00.00BW18113.AF443098,C
C.BW.00.00BW18595.AF443099,C
C.BW.00.00BW18802.AF443100,C
C.BW.00.00BW192113.AF443101,C
C.BW.00.00BW20361.AF443102,C
C.BW.00.00BW20636.AF443103,C
C.BW.00.00BW20872.AF443104,C
C.BW.00.00BW2127214.AF443105,C
C.BW.00.00BW22767.AF443107,C
C.BW.00.00BW38193.AF443108,C
C.BW.00.00BW38428.AF443109,C
C.BW.00.00BW38713.AF443110,C
C.BW.00.00BW3876_9.AF443111,C
C.BW.00.00BW3886_8.AF443112,C
C.BW.00.00BW3891_6.AF443113,C
C.BW.00.00BW3970_2.AF443114,C
C.BW.00.00BW5031_1.AF443115,C
C.BW.96.96BW01B03.AF110959,C
C.BW.96.96BW0402.AF110962,C
C.BW.96.96BW0502.AF110967,C
C.BW.96.96BW06.AF290028,C
C.BW.96.96BW1104.AF110969,C
C.BW.96.96BW1210.AF110972,C
C.BW.96.96BW15C02.AF110974,C
C.BW.96.96BW16B01.AF110976,C
C.BW.96.96BW17.AF110980,C
C.BW.96.96BWM032.AF443075,C
C.BW.96.96BWMO1_5.AF443074,C
C.BW.98.98BWMC122.AF443076,C
C.BW.98.98BWMC134.AF443077,C
C.BW.98.98BWMC14A3.AF443078,C
C.BW.98.98BWMO1410.AF443079,C
C.BW.98.98BWMO18D5.AF443080,C
C.BW.98.98BWMO36A5.AF443081,C
C.BW.98.98BWMO37D5.AF443082,C
C.BW.99.99BW393212.AF443083,C
C.BW.99.99BW46424.AF443084,C
C.BW.99.99BW4745.AF443085,C
C.BW.99.99BW47547.AF443086,C
C.BW.99.99BWMC168.AF443087,C
C.CN.98.YNRL9840.AY967806,C
C.DK.x.CTL_015.EF514713,C
C.ET.02.02ET_288.AY713417,C
C.ET.86.ETH2220.U46016,C
C.GE.03.03GEMZ033.DQ207941,C
C.IL.98.98IS002.AF286233,C
C.IL.99.99ET14.AY255825,C
C.IL.99.99ET17.AY255826,C
C.IL.99.99ET1.AY255823,C
C.IL.99.99ET3.AY255827,C
C.IL.99.99ET7.AY255824,C
C.IN.03.D24.EF469243,C
C.IN.93.93IN101.AB023804,C
C.IN.93.93IN904.AF067157,C
C.IN.93.93IN905.AF067158,C
C.IN.93.93IN9999.AF067154,C
C.IN.94.94IN11246.AF067159,C
C.IN.94.94IN476.AF286223,C
C.IN.94.94IN_20635_4.AY713414,C
C.IN.95.95IN21068.AF067155,C
C.IN.98.98IN012.AF286231,C
C.IN.98.98IN022.AF286232,C
C.IN.99.01IN565_10.AY049708,C
C.IN.x.VB39.EF694033,C
C.IN.x.VB49.EF694036,C
C.KE.00.KER2010.AF457054,C
C.KE.91.KNH1268.AY945738,C
C.MM.99.mIDU101_3.AB097871,C
C.MW.93.93MW_965.AY713413,C
C.SN.90.90SE_364.AY713416,C
C.SO.89.89SM_145.AY713415,C
C.TZ.01.A125.AY253304,C
C.TZ.01.A207.AY253307,C
C.TZ.01.A246.AY253308,C
C.TZ.01.A260.AY253310,C
C.TZ.01.A301.AY253312,C
C.TZ.01.A388.AY253317,C
C.TZ.01.A93.AY253303,C
C.TZ.01.BD16_10.AY253320,C
C.TZ.01.BD22_11.AY253321,C
C.TZ.01.BD39_8.AY253313,C
C.TZ.01.BD9_11.AY253322,C
C.TZ.02.CO178.AY734556,C
C.TZ.02.CO3056.AY734550,C
C.TZ.02.CO328.AY734551,C
C.TZ.02.CO3305.AY734558,C
C.TZ.02.CO6130.AY734559,C
C.TZ.02.CO6721.AY734560,C
C.TZ.97.97TZ04.AF361874,C
C.TZ.97.97TZ05.AF361875,C
C.TZ.98.98TZ013.AF286234,C
C.TZ.98.98TZ017.AF286235,C
C.US.98.98US_MSC3018.AY444800,C
C.US.98.98US_MSC5016.AY444801,C
C.UY.01.TRA3011.AY563169,C
C.YE.02.02YE511.AY795906,C
C.ZA.00.1069MB.AY838567,C
C.ZA.00.1119MB.AY463229,C
C.ZA.00.1134MB.AY463217,C
C.ZA.00.1157M3M.AY585266,C
C.ZA.00.1162MB.AY463224,C
C.ZA.00.1165MB.AY463230,C
C.ZA.00.1168MB.AY463231,C
C.ZA.00.1170MB.AY463225,C
C.ZA.00.1171MB.AY463232,C
C.ZA.00.1176MB.AY463218,C
C.ZA.00.1178MB.AY463233,C
C.ZA.00.1184MB.AY838566,C
C.ZA.00.1189MB.AY838565,C
C.ZA.00.1192M3M.AY463219,C
C.ZA.00.1195MB.AY463220,C
C.ZA.00.1197MB.AY463234,C
C.ZA.00.1210MB.AY463221,C
C.ZA.00.1214MB.AY463236,C
C.ZA.00.1217MB.AY463226,C
C.ZA.00.1225MB.AY463227,C
C.ZA.00.1228MB.AY463222,C
C.ZA.00.J112MA.AY838568,C
C.ZA.00.J38MA.AY463228,C
C.ZA.01.01ZATM45.AY228557,C
C.ZA.01.2134MB.AY463237,C
C.ZA.01.J54Ma.AY463223,C
C.ZA.02.02ZAPS001MB1.DQ275648,C
C.ZA.02.02ZAPS005MB1.DQ351235,C
C.ZA.02.02ZAPS006MB1.DQ351220,C
C.ZA.02.02ZAPS008MB1.DQ275647,C
C.ZA.02.02ZAPS013MB1.DQ351222,C
C.ZA.02.02ZAPS014MB1.DQ351218,C
C.ZA.02.02ZAPS015MB1.DQ369995,C
C.ZA.03.03ZAPS017MB1.DQ351224,C
C.ZA.03.03ZAPS020MB1.DQ275653,C
C.ZA.03.03ZAPS021MB1.DQ369978,C
C.ZA.03.03ZAPS023MB1.DQ351225,C
C.ZA.03.03ZAPS024MB1.DQ396367,C
C.ZA.03.03ZAPS025MB1.DQ351226,C
C.ZA.03.03ZAPS026MB1.DQ369985,C
C.ZA.03.03ZAPS027MB1.DQ351223,C
C.ZA.03.03ZAPS030MB1.DQ369996,C
C.ZA.03.03ZAPS032MB1.DQ445633,C
C.ZA.03.03ZAPS034MB1.DQ369979,C
C.ZA.03.03ZAPS042MB1.DQ369977,C
C.ZA.03.03ZAPS043MB1.DQ351227,C
C.ZA.03.03ZAPS044MB1.DQ396384,C
C.ZA.03.03ZAPS046MB1.DQ369984,C
C.ZA.03.03ZAPS048MB1.DQ396364,C
C.ZA.03.03ZAPS049MB1.DQ369986,C
C.ZA.03.03ZAPS050MB1.DQ369980,C
C.ZA.03.03ZAPS051MB1.DQ396385,C
C.ZA.03.03ZAPS052MB1.DQ369987,C
C.ZA.03.03ZAPS054MB2.DQ369988,C
C.ZA.03.03ZAPS055MB1.DQ396373,C
C.ZA.03.03ZAPS056MB1.DQ396374,C
C.ZA.03.03ZAPS057MB2.DQ369989,C
C.ZA.03.03ZAPS059MB2.DQ445634,C
C.ZA.03.03ZAPS063MB1.DQ396388,C
C.ZA.03.03ZAPS066MB2.DQ396375,C
C.ZA.03.03ZAPS067MB2.DQ396389,C
C.ZA.03.03ZAPS071MB1.DQ396376,C
C.ZA.03.03ZAPS073MB1.DQ275649,C
C.ZA.03.03ZAPS074MB2.DQ351228,C
C.ZA.03.03ZAPS077B1.DQ093591,C
C.ZA.03.03ZAPS079B1.DQ093592,C
C.ZA.03.03ZAPS081MB1.DQ351219,C
C.ZA.03.03ZAPS083MB1.DQ351229,C
C.ZA.03.03ZAPS086MB1.DQ275654,C
C.ZA.03.03ZAPS088MB1.DQ275651,C
C.ZA.03.03ZAPS089MB1.DQ351216,C
C.ZA.03.03ZAPS091MB1.DQ275645,C
C.ZA.03.03ZAPS094MB1.DQ396377,C
C.ZA.03.03ZAPS095MB1.DQ275652,C
C.ZA.03.03ZAPS097MB1.DQ351230,C
C.ZA.03.03ZAPS099MB1.DQ275655,C
C.ZA.03.03ZAPS103MB2.DQ275656,C
C.ZA.03.03ZAPS104MB1.DQ369990,C
C.ZA.03.03ZAPS105MB2.DQ445632,C
C.ZA.03.03ZAPS108MB1.DQ396378,C
C.ZA.03.03ZAPS112MB2.DQ396386,C
C.ZA.03.03ZAPS113MB2.DQ396365,C
C.ZA.03.03ZAPS116MB1.DQ445635,C
C.ZA.03.03ZAPS118MB1.DQ396368,C
C.ZA.03.03ZAPS122MB1.DQ396370,C
C.ZA.03.03ZAPS123MB1.DQ396369,C
C.ZA.03.03ZAPS124MB1.DQ369976,C
C.ZA.03.03ZAPS125MB1.DQ396390,C
C.ZA.03.03ZAPS126MB1.DQ275657,C
C.ZA.03.03ZAPS128MB1.DQ275643,C
C.ZA.03.03ZAPS130MB1.DQ275658,C
C.ZA.03.03ZAPS131MB1.DQ396380,C
C.ZA.03.03ZAPS133MB1.DQ275646,C
C.ZA.03.03ZAPS136MB1.DQ351231,C
C.ZA.03.03ZAPS140MB1.DQ369981,C
C.ZA.03.03ZAPS143MB1.DQ396391,C
C.ZA.03.03ZAPS151MB1.DQ396392,C
C.ZA.03.03ZAPS152MB1.DQ396399,C
C.ZA.03.03ZAPS155MB1.DQ396371,C
C.ZA.03.03ZASK005B2.DQ011175,C
C.ZA.03.03ZASK006B2.AY878056,C
C.ZA.03.03ZASK010B2.DQ164104,C
C.ZA.03.03ZASK011B2.AY901965,C
C.ZA.03.03ZASK013B2.DQ275660,C
C.ZA.03.03ZASK016MB2.DQ351233,C
C.ZA.03.03ZASK019B2.AY878063,C
C.ZA.03.03ZASK020B2.AY878064,C
C.ZA.03.03ZASK026B2.DQ011165,C
C.ZA.03.03ZASK034B1.AY878065,C
C.ZA.03.03ZASK036B1.AY901966,C
C.ZA.03.03ZASK039B2.AY878068,C
C.ZA.03.03ZASK058B2.AY901967,C
C.ZA.03.03ZASK061B1.AY901968,C
C.ZA.03.03ZASK062B1.DQ164113,C
C.ZA.03.03ZASK066B1.AY901969,C
C.ZA.03.03ZASK067B1.DQ275642,C
C.ZA.03.03ZASK072B1.DQ093593,C
C.ZA.03.03ZASK073B1.AY901970,C
C.ZA.03.03ZASK076B1.AY901975,C
C.ZA.03.03ZASK078B1.AY901971,C
C.ZA.03.03ZASK084B1.AY901981,C
C.ZA.03.03ZASK085B1.DQ275663,C
C.ZA.03.03ZASK092B1.AY878057,C
C.ZA.03.03ZASK094B1.AY878070,C
C.ZA.03.03ZASK097B1.AY878060,C
C.ZA.03.03ZASK098B1.AY878061,C
C.ZA.03.03ZASK103B1.DQ164106,C
C.ZA.03.03ZASK104B1.DQ396395,C
C.ZA.03.03ZASK107B1.DQ056410,C
C.ZA.03.03ZASK110B1.DQ056411,C
C.ZA.03.03ZASK111B1.DQ056404,C
C.ZA.03.03ZASK113B1.DQ351237,C
C.ZA.03.03ZASK117B1.DQ056408,C
C.ZA.03.03ZASK118B1.DQ011169,C
C.ZA.03.03ZASK120B1.DQ011176,C
C.ZA.03.03ZASK211B1.DQ093601,C
C.ZA.03.03ZASK212B.DQ978981,C
C.ZA.03.03ZASK213B1.DQ093607,C
C.ZA.03.03ZASK215M6W.DQ275661,C
C.ZA.03.03ZASK223B1.DQ093597,C
C.ZA.03.03ZASK224MB1.DQ275664,C
C.ZA.03.03ZASK226B1.DQ164108,C
C.ZA.03.03ZASK232B1.DQ093589,C
C.ZA.03.03ZASK233B1.DQ351234,C
C.ZA.03.04ZAPS016MB1.DQ275644,C
C.ZA.03.04ZAPS194MB1.DQ275650,C
C.ZA.03.04ZASK082B1.AY901972,C
C.ZA.03.SK023B2.AY772690,C
C.ZA.03.SK029B2.AY772691,C
C.ZA.03.SK033B2.AY772692,C
C.ZA.03.SK040B1.AY703908,C
C.ZA.03.SK041B1.AY772693,C
C.ZA.03.SK043B1.AY772700,C
C.ZA.03.SK065B1.AY772694,C
C.ZA.03.SK112B1.AY772695,C
C.ZA.03.SK116B1.AY772696,C
C.ZA.04.04ZAPS157MB1.DQ351232,C
C.ZA.04.04ZAPS160B1.DQ164107,C
C.ZA.04.04ZAPS161B1.DQ164115,C
C.ZA.04.04ZAPS165MB1.DQ351221,C
C.ZA.04.04ZAPS168B1.DQ164121,C
C.ZA.04.04ZAPS169MB1.DQ396393,C
C.ZA.04.04ZAPS170B1.DQ164116,C
C.ZA.04.04ZAPS172MB1.DQ275659,C
C.ZA.04.04ZAPS177MB1.DQ396394,C
C.ZA.04.04ZAPS188B1.DQ164122,C
C.ZA.04.04ZAPS189B1.DQ164117,C
C.ZA.04.04ZAPS190B1.DQ093602,C
C.ZA.04.04ZAPS193B1.DQ164109,C
C.ZA.04.04ZAPS195B1.DQ164118,C
C.ZA.04.04ZAPS197MB1.DQ369997,C
C.ZA.04.04ZAPS198MB1.DQ445637,C
C.ZA.04.04ZAPS199B1.DQ164110,C
C.ZA.04.04ZAPS201B1.DQ164111,C
C.ZA.04.04ZAPS202B1.DQ093598,C
C.ZA.04.04ZAPS205B1.DQ093599,C
C.ZA.04.04ZAPS206B1.DQ164126,C
C.ZA.04.04ZAPS208B1.DQ093603,C
C.ZA.04.04ZAPS211B1.DQ164112,C
C.ZA.04.04ZAPS214B1.DQ093588,C
C.ZA.04.04ZAPS216B1.DQ093600,C
C.ZA.04.04ZAPS217B1.DQ164119,C
C.ZA.04.04ZASK031B2.AY901974,C
C.ZA.04.04ZASK052MB2.DQ396366,C
C.ZA.04.04ZASK083B2.DQ093585,C
C.ZA.04.04ZASK127B1.DQ011172,C
C.ZA.04.04ZASK128B1.DQ093586,C
C.ZA.04.04ZASK131B1.DQ056412,C
C.ZA.04.04ZASK132B1.DQ093594,C
C.ZA.04.04ZASK135B1.DQ011166,C
C.ZA.04.04ZASK136B1.DQ011177,C
C.ZA.04.04ZASK137B1.DQ164105,C
C.ZA.04.04ZASK139B1.AY878072,C
C.ZA.04.04ZASK142B1.DQ011167,C
C.ZA.04.04ZASK145B1.AY901976,C
C.ZA.04.04ZASK147B1.DQ164114,C
C.ZA.04.04ZASK148B1.DQ093590,C
C.ZA.04.04ZASK150B1.DQ011178,C
C.ZA.04.04ZASK151B1.AY901977,C
C.ZA.04.04ZASK152MB1.DQ445631,C
C.ZA.04.04ZASK154B1.AY878071,C
C.ZA.04.04ZASK155B1.AY901978,C
C.ZA.04.04ZASK156B1.DQ011171,C
C.ZA.04.04ZASK159B1.DQ011179,C
C.ZA.04.04ZASK160B1.DQ011173,C
C.ZA.04.04ZASK161B1.DQ011170,C
C.ZA.04.04ZASK163B1.AY901979,C
C.ZA.04.04ZASK164B1.DQ056405,C
C.ZA.04.04ZASK165B1.DQ396387,C
C.ZA.04.04ZASK167B1.DQ164127,C
C.ZA.04.04ZASK168B1.AY878058,C
C.ZA.04.04ZASK169B1.DQ396381,C
C.ZA.04.04ZASK170B1.DQ093595,C
C.ZA.04.04ZASK171B1.DQ351217,C
C.ZA.04.04ZASK172B1.DQ369998,C
C.ZA.04.04ZASK173B1.DQ093604,C
C.ZA.04.04ZASK174B1.AY901980,C
C.ZA.04.04ZASK175B1.DQ164129,C
C.ZA.04.04ZASK176B1.DQ056416,C
C.ZA.04.04ZASK178B1.DQ093587,C
C.ZA.04.04ZASK180B1.AY878059,C
C.ZA.04.04ZASK181B1.AY878062,C
C.ZA.04.04ZASK182B1.AY878054,C
C.ZA.04.04ZASK183B1.AY878055,C
C.ZA.04.04ZASK184B1.DQ056418,C
C.ZA.04.04ZASK185B1.DQ011174,C
C.ZA.04.04ZASK190B1.DQ056409,C
C.ZA.04.04ZASK191B1.DQ369993,C
C.ZA.04.04ZASK192B1.DQ396382,C
C.ZA.04.04ZASK193B1.DQ396396,C
C.ZA.04.04ZASK196B1.DQ056413,C
C.ZA.04.04ZASK200B1.DQ396383,C
C.ZA.04.04ZASK201B1.DQ396397,C
C.ZA.04.04ZASK202B1.DQ011180,C
